Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_BSTI.v2,OTU_MTTI,OTU_level,OTU_MetricCalc,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Oligochaeta,Clitellata,FALSE,yes,,DNI,DNI,DNI,Oligochaeta,Oligochaeta,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,
Oligochaeta,Oligochaeta,FALSE,no,,DNI,DNI,DNI,Oligochaeta,Oligochaeta,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,
Oligochaeta,oligochaetous Clitellata,FALSE,yes,,DNI,DNI,DNI,Oligochaeta,Oligochaeta,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,
Terrestrial,Sparganophilidae,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Clitellata,,Opisthopora,,,,,,,,,,,,
Terrestrial,Crassiclitellata,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,DNI,974256,Animalia,Annelida,,Clitellata,,Opisthopra,Crassiclitellata,,,,,,,,,,,
Terrestrial,Megadrile,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Clitellata,,,,,,,,,,,,,,
Other Non-Insect,Neanthes,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,65870,Animalia,Annelida,,Polychaeta,Errantia,Phyllodocida,,,Nereididae,,,,,,,,,
Other Non-Insect,Neanthes limnicola,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,65870,Animalia,Annelida,,Polychaeta,Errantia,Phyllodocida,,,Nereididae,,,,,,,,,
Other Non-Insect,Nereididae,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,65870,Animalia,Annelida,,Polychaeta,Errantia,Phyllodocida,,,Nereididae,,,,,,,,,
Other Non-Insect,Lepidonotus,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,64599,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Other Non-Insect,Polychaeta,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,65870,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Other Non-Insect,Procerastea nematodes,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Other Non-Insect,Sabellidae,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Terrestrial,Sphaerodoridae,TRUE,NonTarget,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Other Non-Insect,Oribatei,FALSE,yes,,Oribatida,Oribatida,suborder,Oribatida,Oribatida,733326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Sarcoptiformes,Oribatida,,,,,,,,,,,
Other Non-Insect,Oribatida,FALSE,no,,Oribatida,Oribatida,suborder,Oribatida,Oribatida,733326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Sarcoptiformes,Oribatida,,,,,,,,,,,
Other Non-Insect,Acalyptonotus,FALSE,no,,DNI,DNI,DNI,Acalyptonotus,Trombidiformes,83508,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Acalyptonotidae,,,,Acalyptonotus,,,,,
Other Non-Insect,Bandakiopsis,FALSE,no,,DNI,DNI,DNI,Bandakiopsis,Trombidiformes,83532,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Bandakiopsis,,,,,
Other Non-Insect,Oregonacarus,FALSE,no,,DNI,DNI,DNI,Oregonacarus,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Oregonacarus,,,,,
Other Non-Insect,Utaxatax,FALSE,no,,DNI,DNI,DNI,Utaxatax,Trombidiformes,83534,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Utaxatax,,,,,
Other Non-Insect,Arrenurus,FALSE,no,,Arrenurus,Arrenurus,genus,Arrenurus,Trombidiformes,82864,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,Arrenurus,,,,,
Other Non-Insect,Arrenuridae,FALSE,no,,DNI,DNI,DNI,Arrenuridae,Trombidiformes,82862,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,,,,,,
Other Non-Insect,Chelomideopsis,FALSE,no,,DNI,Athienemanniidae,family,Chelomideopsis,Trombidiformes,83517,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,Chelomideopsis,,,,,
Other Non-Insect,Platyhydracarus,FALSE,no,,DNI,Athienemanniidae,family,Platyhydracarus,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,Platyhydracarus,,,,,
Other Non-Insect,Athienemanniidae,FALSE,no,,DNI,Athienemanniidae,family,Athienemanniidae,Trombidiformes,83514,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,,,,,,
Other Non-Insect,Brachypoda,FALSE,no,,DNI,DNI,DNI,Brachypoda,Trombidiformes,83444,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,Axonopsinae,,,Brachypoda,,,,,
Other Non-Insect,Aturus,FALSE,no,,DNI,DNI,DNI,Aturus,Trombidiformes,82974,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Aturus,,,,,
Other Non-Insect,Kongsbergia,FALSE,no,,DNI,DNI,DNI,Kongsbergia,Trombidiformes,83000,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Kongsbergia,,,,,
Other Non-Insect,Ljania,FALSE,no,,DNI,DNI,DNI,Ljania,Trombidiformes,83449,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ljania,,,,,
Other Non-Insect,Ocybrachypoda,FALSE,no,,DNI,DNI,DNI,Ocybrachypoda,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ocybrachypoda,,,,,
Other Non-Insect,Woolastookia,FALSE,no,,DNI,DNI,DNI,Woolastookia,Trombidiformes,83461,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Woolastookia,,,,,
Other Non-Insect,Aturidae,FALSE,no,,DNI,DNI,DNI,Aturidae,Trombidiformes,82973,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,,,,,,
Other Non-Insect,Eylais,FALSE,no,,DNI,DNI,DNI,Eylais,Trombidiformes,83152,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Eylaidae,,,,Eylais,,,,,
Other Non-Insect,Feltria,FALSE,no,,DNI,DNI,DNI,Feltria,Trombidiformes,83314,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Feltriidae,,,,Feltria,,,,,
Other Non-Insect,Hydrachna,FALSE,no,,DNI,DNI,DNI,Hydrachna,Trombidiformes,83123,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrachnidae,,,,Hydrachna,,,,,
Other Non-Insect,Hydrachnidae,FALSE,no,,DNI,DNI,DNI,Hydrachnidae,Trombidiformes,83122,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrachnidae,,,,,,,,,
Other Non-Insect,Hydrodroma,FALSE,no,,DNI,DNI,DNI,Hydrodroma,Trombidiformes,83225,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrodromidae,,,,Hydrodroma,,,,,
Other Non-Insect,Hydrovolzia,FALSE,no,,DNI,DNI,DNI,Hydrovolzia,Trombidiformes,83119,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,Hydrovolzia,,,,,
Other Non-Insect,Hydrovolziidae,FALSE,no,,DNI,DNI,DNI,Hydrovolziidae,Trombidiformes,83118,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydrovolziidae,,,,,,,,,
Other Non-Insect,Albertathyas montana,FALSE,no,,DNI,DNI,DNI,Albertathyas montana,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Albertathyas,,,,,montana
Other Non-Insect,Albertathyas,FALSE,no,,DNI,DNI,DNI,Albertathyas,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Albertathyas,,,,,
Other Non-Insect,Hydryphantes,FALSE,no,,DNI,DNI,DNI,Hydryphantes,Trombidiformes,83213,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Hydryphantes,,,,,
Other Non-Insect,Panisopsis,FALSE,no,,DNI,DNI,DNI,Panisopsis,Trombidiformes,895838,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisopsis,,,,,
Other Non-Insect,Panisus,FALSE,no,,DNI,DNI,DNI,Panisus,Trombidiformes,895807,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Panisus,,,,,
Other Non-Insect,Protzia,FALSE,no,,Protzia,Protzia,genus,Protzia,Trombidiformes,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,
Other Non-Insect,Protzia exima,FALSE,yes,,Protzia,Protzia,genus,Protzia,Trombidiformes,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,
Other Non-Insect,Tartarothyas,FALSE,no,,DNI,DNI,DNI,Tartarothyas,Trombidiformes,895797,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Tartarothyas,,,,,
Other Non-Insect,Thyopsella,FALSE,no,,DNI,DNI,DNI,Thyopsella,Trombidiformes,83202,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Thyopsella,,,,,
Other Non-Insect,Thyopsis,FALSE,no,,DNI,DNI,DNI,Thyopsis,Trombidiformes,83205,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Thyopsis,,,,,
Other Non-Insect,Hydryphantidae,FALSE,no,,DNI,DNI,DNI,Hydryphantidae,Trombidiformes,83212,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,,,,,,
Other Non-Insect,Protziidae,FALSE,yes,,DNI,DNI,DNI,Hydryphantidae,Trombidiformes,83212,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,,,,,,
Other Non-Insect,Mesobates,FALSE,no,,DNI,DNI,DNI,Mesobates,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,Hygrobatinae,,,Mesobates,,,,,
Other Non-Insect,Atractidae,FALSE,yes,,Atractides,Atractides,genus,Atractides,Trombidiformes,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
Other Non-Insect,Atractides,FALSE,no,,Atractides,Atractides,genus,Atractides,Trombidiformes,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
Other Non-Insect,Corticacarus,FALSE,no,,DNI,DNI,DNI,Corticacarus,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Coticacarus,,,,,
Other Non-Insect,Hygrobates,FALSE,no,,Hygrobates,Hygrobates,genus,Hygrobates,Trombidiformes,83297,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Hygrobates,,,,,
Other Non-Insect,Hygrobatidae,FALSE,no,,DNI,DNI,DNI,Hygrobatidae,Trombidiformes,83281,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,,,,,,
Other Non-Insect,Krendowskia,FALSE,no,,DNI,DNI,DNI,Krendowskia,Trombidiformes,83502,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,Krendowskia,,,,,
Other Non-Insect,Krendowskiidae,FALSE,no,,DNI,DNI,DNI,Krendowskiidae,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,,,,,,
Other Non-Insect,Laversia,FALSE,no,,DNI,DNI,DNI,Laversia,Trombidiformes,82971,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Laversiidae,,,,Laversia,,,,,
Other Non-Insect,Estelloxus,FALSE,no,,Lebertia,Lebertia,genus,Estelloxus,Trombidiformes,83048,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Estelloxus,,,,,
Other Non-Insect,Estelloxus californiensis,FALSE,yes,,Lebertia,Lebertia,genus,Estelloxus,Trombidiformes,83048,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Estelloxus,,,,,
Other Non-Insect,Estelloxus sensu lato,FALSE,yes,,Lebertia,Lebertia,genus,Estelloxus,Trombidiformes,83048,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Estelloxus,,,,,
Other Non-Insect,Lebertia,FALSE,no,,Lebertia,Lebertia,genus,Lebertia,Trombidiformes,83034,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Lebertia,,,,,
Other Non-Insect,Lebertiidae,FALSE,no,,DNI,DNI,DNI,Lebertiidae,Trombidiformes,83033,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,,,,,,
Other Non-Insect,Limnesia,FALSE,no,,Limnesia,Limnesia,genus,Limnesia,Trombidiformes,83051,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,
Other Non-Insect,Tyrrellia,FALSE,no,,DNI,DNI,DNI,Tyrrellia,Trombidiformes,83068,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Tyrrellia,,,,,
Other Non-Insect,Limnesiidae,FALSE,no,,DNI,DNI,DNI,Limnesiidae,Trombidiformes,83050,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,
Other Non-Insect,Limnochares,FALSE,no,,DNI,DNI,DNI,Limnochares,Trombidiformes,83146,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnocharidae,,,,Limnochares,,,,,
Other Non-Insect,Midea,FALSE,no,,DNI,DNI,DNI,Midea,Trombidiformes,83466,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideidae,,,,Midea,,,,,
Other Non-Insect,Mideopsis,FALSE,no,,Mideopsis,Mideopsis,genus,Mideopsis,Trombidiformes,83479,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Mideopsis,,,,,
Other Non-Insect,Xystonotus,FALSE,no,,DNI,DNI,DNI,Xystonotus,Trombidiformes,83489,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Xystonotus,,,,,
Other Non-Insect,Mideopsidae,FALSE,no,,DNI,DNI,DNI,Mideopsidae,Trombidiformes,83476,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,,,,,,
Other Non-Insect,Momonia,FALSE,no,,DNI,DNI,DNI,Momonia,Trombidiformes,83474,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Momonia,,,,,
Other Non-Insect,Stygomomonia,FALSE,no,,DNI,DNI,DNI,Stygomomonia,Trombidiformes,83471,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Stygomomonia,,,,,
Other Non-Insect,Momoniidae,FALSE,no,,DNI,DNI,DNI,Momoniidae,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,,,,,,
Other Non-Insect,Nautarachna,FALSE,no,,Nautarachna,Nautarachna,genus,Nautarachna,Trombidiformes,83326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,Nautarachna,,,,,
Other Non-Insect,Nautarachnidae,FALSE,no,,Nautarachna,Nautarachna,genus,Nautarachnidae,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,,,,,,
Other Non-Insect,Neoacarus,FALSE,no,,DNI,DNI,DNI,Neoacarus,Trombidiformes,82859,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Neoacarus,,,,,
Other Non-Insect,Volsellacarus,FALSE,no,,DNI,DNI,DNI,Volsellacarus,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Volsellacarus,,,,,
Other Non-Insect,Paramideopsis,FALSE,no,,DNI,DNI,DNI,Paramideopsis,Trombidiformes,83494,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,Paramideopsis,,,,,
Other Non-Insect,Frontipoda,FALSE,no,,DNI,DNI,DNI,Frontipoda,Trombidiformes,83240,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Frontipoda,,,,,
Other Non-Insect,Frontipoda americana,FALSE,yes,,DNI,DNI,DNI,Frontipoda,Trombidiformes,83240,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Frontipoda,,,,,
Other Non-Insect,Oxus,FALSE,no,,DNI,Oxus,genus,Oxus,Trombidiformes,83244,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Oxus,,,,,
Other Non-Insect,Oxidae,FALSE,no,,DNI,DNI,DNI,Oxidae,Trombidiformes,83239,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,,,,,,
Other Non-Insect,Gereckea,FALSE,no,,DNI,DNI,DNI,Gereckea,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,Huitfeldtiinae,,,Gereckea,,,,,
Other Non-Insect,Forelia,FALSE,no,,DNI,DNI,DNI,Forelia,Trombidiformes,83331,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Forelia,,,,,
Other Non-Insect,Najadicola,FALSE,no,,DNI,DNI,DNI,Najadicola,Trombidiformes,83101,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Najadicola,,,,,
Other Non-Insect,Piona,FALSE,no,,DNI,DNI,DNI,Piona,Trombidiformes,83350,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Piona,,,,,
Other Non-Insect,Pionacercus,FALSE,no,,DNI,DNI,DNI,Pionacercus,Trombidiformes,83400,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pionacercus,,,,,
Other Non-Insect,Pseudofeltria,FALSE,no,,DNI,DNI,DNI,Pseudofeltria,Trombidiformes,83410,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pseudofeltria,,,,,
Other Non-Insect,Pionidae,FALSE,no,,DNI,DNI,DNI,Pionidae,Trombidiformes,83330,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,,,,,,
Other Non-Insect,Partnunia,FALSE,no,,DNI,DNI,DNI,Partnunia,Trombidiformes,895799,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Partnunia,,,,,
Other Non-Insect,Wandesia,FALSE,no,,Wandesia,Wandesia,genus,Wandesia,Trombidiformes,83172,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Wandesia,,,,,
Other Non-Insect,Sperchon,FALSE,no,,Sperchon,Sperchon,genus,Sperchon,Trombidiformes,83006,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchon,,,,,
Other Non-Insect,Sperchonopsis,FALSE,no,,Sperchonopsis,Sperchonopsis,genus,Sperchonopsis,Trombidiformes,83029,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchonopsis,,,,,
Other Non-Insect,Sperchon/Sperchonopsis,FALSE,yes,,DNI,DNI,DNI,Sperchontidae,Trombidiformes,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,
Other Non-Insect,Sperchonidae,FALSE,yes,,DNI,DNI,DNI,Sperchontidae,Trombidiformes,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,
Other Non-Insect,Sperchontidae,FALSE,no,,DNI,DNI,DNI,Sperchontidae,Trombidiformes,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,
Other Non-Insect,Stygothrombium,FALSE,no,,DNI,DNI,DNI,Stygothrombium,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,Stygothrombium,,,,,
Other Non-Insect,Stygothrombidiidae,FALSE,yes,spelling and formatting,DNI,DNI,DNI,Stygothrombiidae,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,
Other Non-Insect,Stygothrombiidae,FALSE,no,spelling and formatting,DNI,DNI,DNI,Stygothrombiidae,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,
Other Non-Insect,Teutonia,FALSE,no,,DNI,DNI,DNI,Teutonia,Trombidiformes,83235,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Teutoniidae,,,,Teutonia,,,,,
Other Non-Insect,Thyas,FALSE,no,,DNI,DNI,DNI,Thyas,Trombidiformes,83190,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,Thyas,,,,,
Other Non-Insect,Thyasidae,FALSE,no,,DNI,DNI,DNI,Thyasidae,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,,,,,,
Other Non-Insect,Monatractides,FALSE,no,,Monatractides,Monatractides,genus,Monatractides,Trombidiformes,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Monatractides,,,,,
Other Non-Insect,Testudacarus,FALSE,no,,Testudacarus,Testudacarus,genus,Testudacarus,Trombidiformes,83250,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Testudacarus,,,,,
Other Non-Insect,Torrenticola,FALSE,no,,Torrenticola,Torrenticola,genus,Torrenticola,Trombidiformes,83254,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Torrenticola,,,,,
Other Non-Insect,Torrenticolidae,FALSE,no,,DNI,DNI,DNI,Torrenticolidae,Trombidiformes,83249,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,,,,,,
Other Non-Insect,Koenikea,FALSE,no,,DNI,DNI,DNI,Koenikea,Trombidiformes,83093,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Koenikea,,,,,
Other Non-Insect,Neumania,FALSE,no,,DNI,DNI,DNI,Neumania,Trombidiformes,83103,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,
Other Non-Insect,Unionicola,FALSE,no,,DNI,DNI,DNI,Unionicola,Trombidiformes,83073,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Unionicola,,,,,
Other Non-Insect,Unionicolidae,FALSE,no,,DNI,DNI,DNI,Unionicolidae,Trombidiformes,83072,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,,,,,,
Other Non-Insect,Trombidiformes,FALSE,no,,DNI,DNI,DNI,Trombidiformes,Trombidiformes,82769,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,,,,,,
Other Non-Insect,Acar,FALSE,yes,,DNI,DNI,DNI,Acari,Acari,733321,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,,,,,,,,,,,,,
Other Non-Insect,Acari,FALSE,no,,DNI,DNI,DNI,Acari,Acari,733321,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,,,,,,,,,,,,,
Other Non-Insect,Acarina,FALSE,yes,,DNI,DNI,DNI,Acari,Acari,733321,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,,,,,,,,,,,,,
