UniqueID_v2,ni_total,nt_total,nt_ti_stenocold,nt_ti_cold,nt_ti_cool,nt_ti_warm,nt_ti_stenowarm,nt_ti_eury,nt_ti_cowa,nt_ti_na,nt_ti_stenocold_cold,nt_ti_stenocold_cold_cool,nt_ti_cowa_warm_stenowarm,nt_ti_warm_stenowarm,pi_ti_stenocold,pi_ti_cold,pi_ti_cool,pi_ti_warm,pi_ti_stenowarm,pi_ti_eury,pi_ti_cowa,pi_ti_na,pi_ti_stenocold_cold,pi_ti_stenocold_cold_cool,pi_ti_cowa_warm_stenowarm,pi_ti_warm_stenowarm,pt_ti_stenocold,pt_ti_cold,pt_ti_cool,pt_ti_warm,pt_ti_stenowarm,pt_ti_eury,pt_ti_cowa,pt_ti_na,pt_ti_stenocold_cold,pt_ti_stenocold_cold_cool,pt_ti_cowa_warm_stenowarm,pt_ti_warm_stenowarm
BDB-000053717_1,312,32,0,2,10,4,0,10,6,0,2,12,10,4,0,0.641025641,17.62820513,8.012820513,0,48.71794872,25,0,0.641025641,18.26923077,33.01282051,8.012820513,0,6.25,31.25,12.5,0,31.25,18.75,0,6.25,37.5,31.25,12.5
BDB-000053718_1,344,40,0,1,12,9,0,11,7,0,1,13,16,9,0,0.290697674,44.18604651,9.88372093,0,33.13953488,12.5,0,0.290697674,44.47674419,22.38372093,9.88372093,0,2.5,30,22.5,0,27.5,17.5,0,2.5,32.5,40,22.5
BDB-000053722_1,398,32,0,0,9,8,0,10,5,0,0,9,13,8,0,0,45.22613065,10.05025126,0,41.45728643,3.266331658,0,0,45.22613065,13.31658291,10.05025126,0,0,28.125,25,0,31.25,15.625,0,0,28.125,40.625,25
BDB-000053723_1,347,51,1,4,20,7,0,11,6,2,5,25,13,7,0.288184438,2.593659942,31.12391931,10.08645533,0,41.78674352,13.25648415,0.864553314,2.88184438,34.00576369,23.34293948,10.08645533,1.960784314,7.843137255,39.21568627,13.7254902,0,21.56862745,11.76470588,3.921568627,9.803921569,49.01960784,25.49019608,13.7254902
BDB-000053725_1,350,38,0,1,13,8,0,10,6,0,1,14,14,8,0,1.428571429,29.14285714,11.71428571,0,38.85714286,18.85714286,0,1.428571429,30.57142857,30.57142857,11.71428571,0,2.631578947,34.21052632,21.05263158,0,26.31578947,15.78947368,0,2.631578947,36.84210526,36.84210526,21.05263158
BDB-000053728_1,343,45,0,0,13,9,0,13,10,0,0,13,19,9,0,0,26.53061224,18.65889213,0,33.52769679,21.28279883,0,0,26.53061224,39.94169096,18.65889213,0,0,28.88888889,20,0,28.88888889,22.22222222,0,0,28.88888889,42.22222222,20
BDB-000053729_1,339,35,0,1,11,7,0,9,7,0,1,12,14,7,0,1.179941003,24.18879056,23.00884956,0,40.7079646,10.91445428,0,1.179941003,25.36873156,33.92330383,23.00884956,0,2.857142857,31.42857143,20,0,25.71428571,20,0,2.857142857,34.28571429,40,20
BDB-000053731_1,399,49,0,3,18,8,0,11,9,0,3,21,17,8,0,2.756892231,29.8245614,8.020050125,0,38.84711779,20.55137845,0,2.756892231,32.58145363,28.57142857,8.020050125,0,6.12244898,36.73469388,16.32653061,0,22.44897959,18.36734694,0,6.12244898,42.85714286,34.69387755,16.32653061
BDB-000053733_1,343,28,0,0,5,7,1,12,3,0,0,5,11,8,0,0,14.86880466,17.20116618,4.664723032,54.81049563,8.454810496,0,0,14.86880466,30.32069971,21.86588921,0,0,17.85714286,25,3.571428571,42.85714286,10.71428571,0,0,17.85714286,39.28571429,28.57142857
BDB-000053734_1,374,29,0,0,1,11,2,10,4,1,0,1,17,13,0,0,1.604278075,36.36363636,11.22994652,36.09625668,14.43850267,0.267379679,0,1.604278075,62.03208556,47.59358289,0,0,3.448275862,37.93103448,6.896551724,34.48275862,13.79310345,3.448275862,0,3.448275862,58.62068966,44.82758621
BDB-000053735_1,376,24,0,0,3,10,1,5,4,1,0,3,15,11,0,0,4.521276596,31.64893617,15.15957447,40.95744681,7.446808511,0.265957447,0,4.521276596,54.25531915,46.80851064,0,0,12.5,41.66666667,4.166666667,20.83333333,16.66666667,4.166666667,0,12.5,62.5,45.83333333
BDB-000053737_1,370,53,0,0,14,11,1,19,8,0,0,14,20,12,0,0,24.86486486,16.48648649,0.27027027,36.21621622,22.16216216,0,0,24.86486486,38.91891892,16.75675676,0,0,26.41509434,20.75471698,1.886792453,35.8490566,15.09433962,0,0,26.41509434,37.73584906,22.64150943
BDB-000053739_1,327,49,0,0,26,7,0,8,8,0,0,26,15,7,0,0,49.8470948,3.363914373,0,16.20795107,30.58103976,0,0,49.8470948,33.94495413,3.363914373,0,0,53.06122449,14.28571429,0,16.32653061,16.32653061,0,0,53.06122449,30.6122449,14.28571429
BDB-000053740_1,326,32,0,1,7,6,0,12,6,0,1,8,12,6,0,0.306748466,13.19018405,11.04294479,0,67.17791411,8.282208589,0,0.306748466,13.49693252,19.32515337,11.04294479,0,3.125,21.875,18.75,0,37.5,18.75,0,3.125,25,37.5,18.75
BDB-000053741_1,327,52,0,1,24,6,0,13,8,0,1,25,14,6,0,0.611620795,29.35779817,8.868501529,0,39.44954128,21.71253823,0,0.611620795,29.96941896,30.58103976,8.868501529,0,1.923076923,46.15384615,11.53846154,0,25,15.38461538,0,1.923076923,48.07692308,26.92307692,11.53846154
BDB-000053742_1,398,46,0,1,8,15,0,15,6,1,1,9,21,15,0,0.251256281,5.527638191,32.91457286,0,53.01507538,6.783919598,1.507537688,0.251256281,5.778894472,39.69849246,32.91457286,0,2.173913043,17.39130435,32.60869565,0,32.60869565,13.04347826,2.173913043,2.173913043,19.56521739,45.65217391,32.60869565
BDB-000053743_1,317,26,0,0,4,9,0,10,3,0,0,4,12,9,0,0,2.208201893,36.27760252,0,56.78233438,4.731861199,0,0,2.208201893,41.00946372,36.27760252,0,0,15.38461538,34.61538462,0,38.46153846,11.53846154,0,0,15.38461538,46.15384615,34.61538462
BDB-000053744_1,325,26,0,0,1,9,0,12,4,0,0,1,13,9,0,0,0.307692308,24.61538462,0,65.23076923,9.846153846,0,0,0.307692308,34.46153846,24.61538462,0,0,3.846153846,34.61538462,0,46.15384615,15.38461538,0,0,3.846153846,50,34.61538462
BDB-000053745_1,386,26,0,0,1,10,1,8,5,1,0,1,16,11,0,0,0.259067358,41.19170984,0.518134715,48.1865285,9.067357513,0.777202073,0,0.259067358,50.77720207,41.70984456,0,0,3.846153846,38.46153846,3.846153846,30.76923077,19.23076923,3.846153846,0,3.846153846,61.53846154,42.30769231
BDB-000053747_1,382,48,0,0,14,10,0,16,8,0,0,14,18,10,0,0,8.638743455,9.162303665,0,66.7539267,15.44502618,0,0,8.638743455,24.60732984,9.162303665,0,0,29.16666667,20.83333333,0,33.33333333,16.66666667,0,0,29.16666667,37.5,20.83333333
BDB-000053748_1,319,34,0,0,2,13,2,10,7,0,0,2,22,15,0,0,1.253918495,45.45454545,5.329153605,27.89968652,20.06269592,0,0,1.253918495,70.84639498,50.78369906,0,0,5.882352941,38.23529412,5.882352941,29.41176471,20.58823529,0,0,5.882352941,64.70588235,44.11764706
BDB-000053749_1,387,35,0,1,4,12,2,10,5,1,1,5,19,14,0,0.258397933,2.325581395,29.71576227,2.325581395,35.65891473,9.819121447,19.89664083,0.258397933,2.583979328,41.86046512,32.04134367,0,2.857142857,11.42857143,34.28571429,5.714285714,28.57142857,14.28571429,2.857142857,2.857142857,14.28571429,54.28571429,40
BDB-000053750_1,402,40,0,3,11,10,0,10,6,0,3,14,16,10,0,1.741293532,11.19402985,3.233830846,0,67.41293532,16.41791045,0,1.741293532,12.93532338,19.65174129,3.233830846,0,7.5,27.5,25,0,25,15,0,7.5,35,40,25
BDB-000053751_1,421,37,0,1,12,5,0,11,8,0,1,13,13,5,0,0.475059382,7.600950119,11.63895487,0,65.55819477,14.72684086,0,0.475059382,8.076009501,26.36579572,11.63895487,0,2.702702703,32.43243243,13.51351351,0,29.72972973,21.62162162,0,2.702702703,35.13513514,35.13513514,13.51351351
BDB-000053752_1,334,24,0,0,1,9,0,9,4,1,0,1,13,9,0,0,0.898203593,42.81437126,0,46.70658683,6.886227545,2.694610778,0,0.898203593,49.7005988,42.81437126,0,0,4.166666667,37.5,0,37.5,16.66666667,4.166666667,0,4.166666667,54.16666667,37.5
BDB-000053753_1,315,29,0,0,3,9,2,11,4,0,0,3,15,11,0,0,2.857142857,24.44444444,0.952380952,55.23809524,16.50793651,0,0,2.857142857,41.9047619,25.3968254,0,0,10.34482759,31.03448276,6.896551724,37.93103448,13.79310345,0,0,10.34482759,51.72413793,37.93103448
BDB-000053754_1,364,43,0,1,12,12,0,9,8,1,1,13,20,12,0,0.549450549,9.615384615,15.38461538,0,48.62637363,22.25274725,3.571428571,0.549450549,10.16483516,37.63736264,15.38461538,0,2.325581395,27.90697674,27.90697674,0,20.93023256,18.60465116,2.325581395,2.325581395,30.23255814,46.51162791,27.90697674
BDB-000053755_1,374,30,0,0,1,12,0,9,6,2,0,1,18,12,0,0,0.267379679,45.72192513,0,45.98930481,6.684491979,1.336898396,0,0.267379679,52.40641711,45.72192513,0,0,3.333333333,40,0,30,20,6.666666667,0,3.333333333,60,40
BDB-000053756_1,329,35,0,2,12,2,0,10,8,1,2,14,10,2,0,2.73556231,17.32522796,1.215805471,0,69.60486322,8.20668693,0.911854103,2.73556231,20.06079027,9.422492401,1.215805471,0,5.714285714,34.28571429,5.714285714,0,28.57142857,22.85714286,2.857142857,5.714285714,40,28.57142857,5.714285714
BDB-000053757_1,358,22,0,0,2,10,1,6,3,0,0,2,14,11,0,0,1.955307263,18.7150838,0.837988827,67.87709497,10.61452514,0,0,1.955307263,30.16759777,19.55307263,0,0,9.090909091,45.45454545,4.545454545,27.27272727,13.63636364,0,0,9.090909091,63.63636364,50
BDB-000053759_1,371,51,0,2,18,8,0,15,8,0,2,20,16,8,0,4.582210243,26.41509434,2.69541779,0,39.35309973,26.9541779,0,4.582210243,30.99730458,29.64959569,2.69541779,0,3.921568627,35.29411765,15.68627451,0,29.41176471,15.68627451,0,3.921568627,39.21568627,31.37254902,15.68627451
BDB-000053761_1,327,26,0,0,1,9,3,8,5,0,0,1,17,12,0,0,0.305810398,18.34862385,11.00917431,59.32721713,11.00917431,0,0,0.305810398,40.36697248,29.35779817,0,0,3.846153846,34.61538462,11.53846154,30.76923077,19.23076923,0,0,3.846153846,65.38461538,46.15384615
BDB-000053762_1,353,30,0,0,2,10,1,10,6,1,0,2,17,11,0,0,3.682719547,15.01416431,17.56373938,38.52691218,24.92917847,0.283286119,0,3.682719547,57.50708215,32.57790368,0,0,6.666666667,33.33333333,3.333333333,33.33333333,20,3.333333333,0,6.666666667,56.66666667,36.66666667
BDB-000053763_1,378,34,0,0,3,14,2,11,4,0,0,3,20,16,0,0,0.793650794,71.69312169,5.026455026,16.13756614,6.349206349,0,0,0.793650794,83.06878307,76.71957672,0,0,8.823529412,41.17647059,5.882352941,32.35294118,11.76470588,0,0,8.823529412,58.82352941,47.05882353
BDB-000053764_1,343,43,0,0,13,8,0,13,9,0,0,13,17,8,0,0,12.53644315,6.997084548,0,65.88921283,14.57725948,0,0,12.53644315,21.57434402,6.997084548,0,0,30.23255814,18.60465116,0,30.23255814,20.93023256,0,0,30.23255814,39.53488372,18.60465116
BDB-000053765_1,332,38,0,0,12,9,1,10,6,0,0,12,16,10,0,0,27.10843373,15.06024096,0.301204819,46.98795181,10.54216867,0,0,27.10843373,25.90361446,15.36144578,0,0,31.57894737,23.68421053,2.631578947,26.31578947,15.78947368,0,0,31.57894737,42.10526316,26.31578947
BDB-000053766_1,374,22,0,0,3,8,1,7,3,0,0,3,12,9,0,0,1.336898396,20.32085561,39.83957219,25.40106952,13.10160428,0,0,1.336898396,73.26203209,60.16042781,0,0,13.63636364,36.36363636,4.545454545,31.81818182,13.63636364,0,0,13.63636364,54.54545455,40.90909091
BDB-000053768_1,357,25,0,0,4,8,2,7,4,0,0,4,14,10,0,0,5.882352941,24.64985994,4.481792717,62.46498599,2.521008403,0,0,5.882352941,31.65266106,29.13165266,0,0,16,32,8,28,16,0,0,16,56,40
BDB-000053769_1,351,29,0,0,6,8,1,8,6,0,0,6,15,9,0,0,8.262108262,30.76923077,1.994301994,49.85754986,9.116809117,0,0,8.262108262,41.88034188,32.76353276,0,0,20.68965517,27.5862069,3.448275862,27.5862069,20.68965517,0,0,20.68965517,51.72413793,31.03448276
BDB-000053770_1,362,46,0,0,15,8,2,14,6,1,0,15,16,10,0,0,31.7679558,9.392265193,0.552486188,42.26519337,13.25966851,2.762430939,0,31.7679558,23.20441989,9.944751381,0,0,32.60869565,17.39130435,4.347826087,30.43478261,13.04347826,2.173913043,0,32.60869565,34.7826087,21.73913043
BDB-000053771_1,385,42,0,1,8,9,0,15,9,0,1,9,18,9,0,0.25974026,25.97402597,29.61038961,0,29.09090909,15.06493506,0,0.25974026,26.23376623,44.67532468,29.61038961,0,2.380952381,19.04761905,21.42857143,0,35.71428571,21.42857143,0,2.380952381,21.42857143,42.85714286,21.42857143
BDB-000053772_1,349,40,0,0,14,9,0,11,6,0,0,14,15,9,0,0,21.48997135,36.96275072,0,22.3495702,19.19770774,0,0,21.48997135,56.16045845,36.96275072,0,0,35,22.5,0,27.5,15,0,0,35,37.5,22.5
BDB-000053773_1,349,51,0,1,13,15,1,12,8,1,1,14,24,16,0,0.286532951,18.62464183,32.66475645,0.573065903,34.38395415,13.18051576,0.286532951,0.286532951,18.91117479,46.41833811,33.23782235,0,1.960784314,25.49019608,29.41176471,1.960784314,23.52941176,15.68627451,1.960784314,1.960784314,27.45098039,47.05882353,31.37254902
BDB-000053774_1,315,30,0,0,2,12,1,12,3,0,0,2,16,13,0,0,10.79365079,46.03174603,2.222222222,36.50793651,4.444444444,0,0,10.79365079,52.6984127,48.25396825,0,0,6.666666667,40,3.333333333,40,10,0,0,6.666666667,53.33333333,43.33333333
BDB-000053775_1,336,40,0,0,8,12,1,15,4,0,0,8,17,13,0,0,7.44047619,30.05952381,0.297619048,58.63095238,3.571428571,0,0,7.44047619,33.92857143,30.35714286,0,0,20,30,2.5,37.5,10,0,0,20,42.5,32.5
BDB-000053778_1,353,43,0,1,13,8,0,14,7,0,1,14,15,8,0,0.566572238,40.50991501,16.14730878,0,32.01133144,10.76487252,0,0.566572238,41.07648725,26.9121813,16.14730878,0,2.325581395,30.23255814,18.60465116,0,32.55813953,16.27906977,0,2.325581395,32.55813953,34.88372093,18.60465116
BDB-000053779_1,380,45,0,1,16,10,0,12,6,0,1,17,16,10,0,0.263157895,22.63157895,26.05263158,0,38.15789474,12.89473684,0,0.263157895,22.89473684,38.94736842,26.05263158,0,2.222222222,35.55555556,22.22222222,0,26.66666667,13.33333333,0,2.222222222,37.77777778,35.55555556,22.22222222
BDB-000053781_1,380,41,0,2,15,6,0,13,4,1,2,17,10,6,0,0.789473684,43.68421053,16.57894737,0,33.94736842,4.736842105,0.263157895,0.789473684,44.47368421,21.31578947,16.57894737,0,4.87804878,36.58536585,14.63414634,0,31.70731707,9.756097561,2.43902439,4.87804878,41.46341463,24.3902439,14.63414634
BDB-000053782_1,317,17,0,0,2,6,0,6,3,0,0,2,9,6,0,0,5.993690852,13.56466877,0,76.97160883,3.470031546,0,0,5.993690852,17.03470032,13.56466877,0,0,11.76470588,35.29411765,0,35.29411765,17.64705882,0,0,11.76470588,52.94117647,35.29411765
BDB-000053785_1,321,26,0,0,7,7,0,8,4,0,0,7,11,7,0,0,26.79127726,9.657320872,0,49.84423676,13.70716511,0,0,26.79127726,23.36448598,9.657320872,0,0,26.92307692,26.92307692,0,30.76923077,15.38461538,0,0,26.92307692,42.30769231,26.92307692
BDB-000053786_1,371,25,0,0,4,11,0,8,1,1,0,4,12,11,0,0,19.94609164,22.37196765,0,53.63881402,3.773584906,0.269541779,0,19.94609164,26.14555256,22.37196765,0,0,16,44,0,32,4,4,0,16,48,44
BDB-000053789_1,322,30,0,0,7,11,0,8,4,0,0,7,15,11,0,0,25.1552795,23.29192547,0,31.05590062,20.49689441,0,0,25.1552795,43.78881988,23.29192547,0,0,23.33333333,36.66666667,0,26.66666667,13.33333333,0,0,23.33333333,50,36.66666667
BDB-000053790_1,383,31,0,0,7,11,0,8,5,0,0,7,16,11,0,0,7.571801567,67.62402089,0,21.40992167,3.394255875,0,0,7.571801567,71.01827676,67.62402089,0,0,22.58064516,35.48387097,0,25.80645161,16.12903226,0,0,22.58064516,51.61290323,35.48387097
BDB-000053791_1,356,35,0,2,11,3,0,13,6,0,2,13,9,3,0,0.842696629,33.42696629,9.550561798,0,41.29213483,14.88764045,0,0.842696629,34.26966292,24.43820225,9.550561798,0,5.714285714,31.42857143,8.571428571,0,37.14285714,17.14285714,0,5.714285714,37.14285714,25.71428571,8.571428571
BDB-000053792_1,381,43,0,1,7,16,0,11,8,0,1,8,24,16,0,0.524934383,10.76115486,14.69816273,0,60.36745407,13.64829396,0,0.524934383,11.28608924,28.34645669,14.69816273,0,2.325581395,16.27906977,37.20930233,0,25.58139535,18.60465116,0,2.325581395,18.60465116,55.81395349,37.20930233
BDB-000053793_1,311,36,0,0,10,8,0,12,6,0,0,10,14,8,0,0,18.32797428,8.038585209,0,67.84565916,5.78778135,0,0,18.32797428,13.82636656,8.038585209,0,0,27.77777778,22.22222222,0,33.33333333,16.66666667,0,0,27.77777778,38.88888889,22.22222222
BDB-000053794_1,424,45,0,2,15,8,0,11,8,1,2,17,16,8,0,3.066037736,23.3490566,12.73584906,0,37.97169811,22.64150943,0.235849057,3.066037736,26.41509434,35.37735849,12.73584906,0,4.444444444,33.33333333,17.77777778,0,24.44444444,17.77777778,2.222222222,4.444444444,37.77777778,35.55555556,17.77777778
BDB-000053796_1,422,38,0,1,13,4,0,10,10,0,1,14,14,4,0,0.236966825,44.07582938,11.61137441,0,34.12322275,9.952606635,0,0.236966825,44.31279621,21.56398104,11.61137441,0,2.631578947,34.21052632,10.52631579,0,26.31578947,26.31578947,0,2.631578947,36.84210526,36.84210526,10.52631579
BDB-000053799_1,344,47,0,1,16,8,0,16,6,0,1,17,14,8,0,0.581395349,31.68604651,5.23255814,0,46.80232558,15.69767442,0,0.581395349,32.26744186,20.93023256,5.23255814,0,2.127659574,34.04255319,17.0212766,0,34.04255319,12.76595745,0,2.127659574,36.17021277,29.78723404,17.0212766
BDB-000053800_1,329,47,0,1,10,8,0,17,11,0,1,11,19,8,0,2.431610942,16.71732523,10.3343465,0,45.2887538,25.22796353,0,2.431610942,19.14893617,35.56231003,10.3343465,0,2.127659574,21.27659574,17.0212766,0,36.17021277,23.40425532,0,2.127659574,23.40425532,40.42553191,17.0212766
BDB-000053803_1,373,36,0,1,14,5,0,10,6,0,1,15,11,5,0,0.536193029,30.02680965,1.876675603,0,47.72117962,19.83914209,0,0.536193029,30.56300268,21.71581769,1.876675603,0,2.777777778,38.88888889,13.88888889,0,27.77777778,16.66666667,0,2.777777778,41.66666667,30.55555556,13.88888889
BDB-000053805_1,345,35,0,3,13,5,0,12,1,1,3,16,6,5,0,2.31884058,41.15942029,5.797101449,0,49.27536232,0.289855072,1.15942029,2.31884058,43.47826087,6.086956522,5.797101449,0,8.571428571,37.14285714,14.28571429,0,34.28571429,2.857142857,2.857142857,8.571428571,45.71428571,17.14285714,14.28571429
BDB-000053806_1,341,27,0,2,12,1,0,7,4,1,2,14,5,1,0,0.586510264,26.39296188,17.88856305,0,47.80058651,7.038123167,0.293255132,0.586510264,26.97947214,24.92668622,17.88856305,0,7.407407407,44.44444444,3.703703704,0,25.92592593,14.81481481,3.703703704,7.407407407,51.85185185,18.51851852,3.703703704
BDB-000053885_1,361,46,0,0,17,12,0,12,5,0,0,17,17,12,0,0,25.76177285,22.16066482,0,42.65927978,9.418282548,0,0,25.76177285,31.57894737,22.16066482,0,0,36.95652174,26.08695652,0,26.08695652,10.86956522,0,0,36.95652174,36.95652174,26.08695652
BDB-000055227_1,356,48,1,4,18,5,0,15,5,0,5,23,10,5,0.280898876,11.51685393,34.83146067,11.51685393,0,36.79775281,5.056179775,0,11.79775281,46.62921348,16.57303371,11.51685393,2.083333333,8.333333333,37.5,10.41666667,0,31.25,10.41666667,0,10.41666667,47.91666667,20.83333333,10.41666667
BDB-000055266_1,316,40,0,2,14,7,0,13,4,0,2,16,11,7,0,3.481012658,21.83544304,13.60759494,0,49.6835443,11.39240506,0,3.481012658,25.3164557,25,13.60759494,0,5,35,17.5,0,32.5,10,0,5,40,27.5,17.5
MORA_Ada_st_3332_20061004_R1,507,58,12,14,19,1,0,10,1,1,26,45,2,1,21.10453649,10.0591716,38.85601578,0.197238659,0,29.38856016,0.197238659,0.197238659,31.16370809,70.01972387,0.394477318,0.197238659,20.68965517,24.13793103,32.75862069,1.724137931,0,17.24137931,1.724137931,1.724137931,44.82758621,77.5862069,3.448275862,1.724137931
MORA_Boulder_st_4031_20050814_S1,505,36,7,5,14,1,0,9,0,0,12,26,1,1,38.01980198,5.544554455,47.32673267,0.198019802,0,8.910891089,0,0,43.56435644,90.89108911,0.198019802,0.198019802,19.44444444,13.88888889,38.88888889,2.777777778,0,25,0,0,33.33333333,72.22222222,2.777777778,2.777777778
MORA_Boundary_st_3264_20050823_S1,506,52,10,12,16,0,0,13,1,0,22,38,1,0,32.21343874,13.24110672,27.27272727,0,0,26.87747036,0.395256917,0,45.45454545,72.72727273,0.395256917,0,19.23076923,23.07692308,30.76923077,0,0,25,1.923076923,0,42.30769231,73.07692308,1.923076923,0
MORA_Butter_st_3021_20060729_S1,340,49,9,6,16,1,0,15,2,0,15,31,3,1,26.17647059,4.705882353,20.88235294,1.764705882,0,42.35294118,4.117647059,0,30.88235294,51.76470588,5.882352941,1.764705882,18.36734694,12.24489796,32.65306122,2.040816327,0,30.6122449,4.081632653,0,30.6122449,63.26530612,6.12244898,2.040816327
MORA_Carbon_st_2139_20050808_S1,305,21,2,4,12,0,0,3,0,0,6,18,0,0,40.6557377,5.245901639,50.81967213,0,0,3.278688525,0,0,45.90163934,96.72131148,0,0,9.523809524,19.04761905,57.14285714,0,0,14.28571429,0,0,28.57142857,85.71428571,0,0
MORA_Cataract_st_5015_20050811_S1,509,48,11,7,21,0,0,9,0,0,18,39,0,0,16.50294695,16.50294695,39.4891945,0,0,27.50491159,0,0,33.00589391,72.49508841,0,0,22.91666667,14.58333333,43.75,0,0,18.75,0,0,37.5,81.25,0,0
MORA_Chenuis_st_3631_20050809_S1,502,39,7,6,16,0,0,10,0,0,13,29,0,0,40.83665339,4.38247012,41.03585657,0,0,13.74501992,0,0,45.21912351,86.25498008,0,0,17.94871795,15.38461538,41.02564103,0,0,25.64102564,0,0,33.33333333,74.35897436,0,0
MORA_Chinook_st_2339_20050829_S1,504,56,9,8,20,3,0,13,3,0,17,37,6,3,10.11904762,11.9047619,29.16666667,2.182539683,0,38.49206349,8.134920635,0,22.02380952,51.19047619,10.31746032,2.182539683,16.07142857,14.28571429,35.71428571,5.357142857,0,23.21428571,5.357142857,0,30.35714286,66.07142857,10.71428571,5.357142857
MORA_Chinook_st_2900_20030909_S1,519,48,7,9,19,1,0,8,3,1,16,35,4,1,1.926782274,6.165703276,35.64547206,0.192678227,0,44.31599229,7.899807322,3.853564547,8.092485549,43.73795761,8.092485549,0.192678227,14.58333333,18.75,39.58333333,2.083333333,0,16.66666667,6.25,2.083333333,33.33333333,72.91666667,8.333333333,2.083333333
MORA_CowlitzPark_st_6065_20050813_S1,500,23,5,7,6,0,0,5,0,0,12,18,0,0,10.4,45,29.8,0,0,14.8,0,0,55.4,85.2,0,0,21.73913043,30.43478261,26.08695652,0,0,21.73913043,0,0,52.17391304,78.26086957,0,0
MORA_Crater_st_2860_20050810_S1,505,52,11,8,18,1,0,13,1,0,19,37,2,1,28.71287129,12.87128713,37.02970297,0.198019802,0,20,1.188118812,0,41.58415842,78.61386139,1.386138614,0.198019802,21.15384615,15.38461538,34.61538462,1.923076923,0,25,1.923076923,0,36.53846154,71.15384615,3.846153846,1.923076923
MORA_Crystal_st_5376_20040819_S1,501,29,8,5,9,0,0,7,0,0,13,22,0,0,7.584830339,25.1497006,6.387225549,0,0,60.87824351,0,0,32.73453094,39.12175649,0,0,27.5862069,17.24137931,31.03448276,0,0,24.13793103,0,0,44.82758621,75.86206897,0,0
MORA_Deadwood_st_3454_20040901_S1,507,42,10,9,13,0,0,10,0,0,19,32,0,0,24.65483235,16.96252465,24.45759369,0,0,33.92504931,0,0,41.617357,66.07495069,0,0,23.80952381,21.42857143,30.95238095,0,0,23.80952381,0,0,45.23809524,76.19047619,0,0
MORA_Deadwood_st_5192_20030923_S1,510,30,1,6,11,2,0,9,1,0,7,18,3,2,0.196078431,1.960784314,37.45098039,2.549019608,0,55.68627451,2.156862745,0,2.156862745,39.60784314,4.705882353,2.549019608,3.333333333,20,36.66666667,6.666666667,0,30,3.333333333,0,23.33333333,60,10,6.666666667
MORA_Deer_st_2903_20050822_S1,504,60,10,13,19,1,0,14,3,0,23,42,4,1,17.06349206,13.88888889,37.6984127,0.198412698,0,24.20634921,6.944444444,0,30.95238095,68.65079365,7.142857143,0.198412698,16.66666667,21.66666667,31.66666667,1.666666667,0,23.33333333,5,0,38.33333333,70,6.666666667,1.666666667
MORA_Eleanor_st_4546_20040831_S1,501,40,7,4,15,1,0,13,0,0,11,26,1,1,18.96207585,12.9740519,17.76447106,0.399201597,0,49.9001996,0,0,31.93612774,49.7005988,0.399201597,0.399201597,17.5,10,37.5,2.5,0,32.5,0,0,27.5,65,2.5,2.5
MORA_Fish_st_2644_20050909_S1,515,61,11,10,24,0,0,14,2,0,21,45,2,0,6.019417476,31.84466019,32.23300971,0,0,24.85436893,5.048543689,0,37.86407767,70.09708738,5.048543689,0,18.03278689,16.39344262,39.3442623,0,0,22.95081967,3.278688525,0,34.42622951,73.7704918,3.278688525,0
MORA_Fryingpan_st_3792_20040901_S1,501,25,8,4,8,0,0,5,0,0,12,20,0,0,23.75249501,29.94011976,39.92015968,0,0,6.387225549,0,0,53.69261477,93.61277445,0,0,32,16,32,0,0,20,0,0,48,80,0,0
MORA_Huckleberry_st_3090_20030922_S1,521,55,13,10,20,0,0,9,2,1,23,43,2,0,12.66794626,11.70825336,48.94433781,0,0,18.61804223,5.37428023,2.687140115,24.37619962,73.32053743,5.37428023,0,23.63636364,18.18181818,36.36363636,0,0,16.36363636,3.636363636,1.818181818,41.81818182,78.18181818,3.636363636,0
